Index,BWTDA,Area de Salida,Fecha,Orden/Pedido,Año,Mes,Dia,Bultos,Dia sem,Contenedores,Registro Valido,% Registro Valido
1,3,Seco,44930,7183759,2023,1,4,867.0,3,18,OK,1.0
3,3,Seco,44931,7184288,2023,1,5,351.0,4,11,OK,1.0
5,3,Seco,44933,7186440,2023,1,7,652.0,6,10,OK,1.0
9,3,Seco,44935,7187095,2023,1,9,736.0,1,10,OK,1.0
13,3,Seco,44937,7188920,2023,1,11,849.0,3,20,OK,1.0
16,3,Seco,44938,7190095,2023,1,12,792.0,4,17,OK,1.0
17,3,Seco,44938,7190201,2023,1,12,609.0,4,10,OK,1.0
21,3,Seco,44940,7191553,2023,1,14,715.0,6,15,OK,1.0
25,3,Seco,44942,7192237,2023,1,16,762.0,1,15,OK,1.0
28,3,Seco,44944,7194376,2023,1,18,1057.0,3,19,OK,1.0
33,3,Seco,44945,7194969,2023,1,19,502.0,4,4,OK,1.0
37,3,Seco,44947,7196807,2023,1,21,177.0,6,1,OK,1.0
38,3,Seco,44947,7196992,2023,1,21,969.0,6,14,OK,1.0
42,3,Seco,44949,7197692,2023,1,23,862.0,1,11,OK,1.0
45,3,Seco,44951,7199298,2023,1,25,844.0,3,12,OK,1.0
49,3,Seco,44952,7200666,2023,1,26,949.0,4,20,OK,1.0
51,3,Seco,44954,7202241,2023,1,28,1022.0,6,14,OK,1.0
54,3,Seco,44957,7204675,2023,1,31,1175.0,2,23,OK,1.0
60,3,Seco,44958,7205660,2023,2,1,982.0,3,19,OK,1.0
64,3,Seco,44960,7206853,2023,2,3,1200.0,5,11,OK,1.0
67,3,Seco,44961,7207838,2023,2,4,1142.0,6,13,OK,1.0
70,3,Seco,44964,7210269,2023,2,7,1105.0,2,16,OK,1.0
74,3,Seco,44965,7211265,2023,2,8,458.0,3,11,OK,1.0
78,3,Seco,44967,7213169,2023,2,10,944.0,5,12,OK,1.0
82,3,Seco,44968,7214055,2023,2,11,711.0,6,17,OK,1.0
85,3,Seco,44971,7215502,2023,2,14,1469.0,2,24,OK,1.0
88,3,Seco,44973,7217695,2023,2,16,712.0,4,9,OK,1.0
90,3,Seco,44977,7220044,2023,2,20,592.0,1,7,OK,1.0
93,3,Seco,44979,7222449,2023,2,22,710.0,3,8,OK,1.0
96,3,Seco,44980,7223072,2023,2,23,240.0,4,8,OK,1.0
99,3,Seco,44982,7225491,2023,2,25,652.0,6,9,OK,1.0
100,3,Seco,44982,7225505,2023,2,25,44.0,6,1,OK,1.0
103,3,Seco,44984,7226290,2023,2,27,345.0,1,7,OK,1.0
105,5,Seco,44929,7182634,2023,1,3,938.0,2,18,OK,1.0
106,5,Seco,44929,7182643,2023,1,3,54.0,2,1,OK,1.0
110,5,Seco,44931,7184243,2023,1,5,822.0,4,18,OK,1.0
111,5,Seco,44931,7184249,2023,1,5,56.0,4,1,OK,1.0
116,5,Seco,44933,7186139,2023,1,7,739.0,6,12,OK,1.0
121,5,Seco,44936,7187834,2023,1,10,926.0,2,20,OK,1.0
125,5,Seco,44938,7189768,2023,1,12,648.0,4,15,OK,1.0
129,5,Seco,44940,7191438,2023,1,14,161.0,6,1,OK,1.0
130,5,Seco,44940,7191558,2023,1,14,1226.0,6,22,OK,1.0
134,5,Seco,44943,7193129,2023,1,17,1031.0,2,16,OK,1.0
139,5,Seco,44945,7194951,2023,1,19,817.0,4,15,OK,1.0
144,5,Seco,44947,7196357,2023,1,21,950.0,6,14,OK,1.0
145,5,Seco,44947,7196666,2023,1,21,41.0,6,1,OK,1.0
149,5,Seco,44950,7198230,2023,1,24,941.0,2,15,OK,1.0
153,5,Seco,44951,7199542,2023,1,25,664.0,3,8,OK,1.0
157,5,Seco,44953,7201145,2023,1,27,802.0,5,11,OK,1.0
160,5,Seco,44954,7202115,2023,1,28,904.0,6,13,OK,1.0
165,5,Seco,44957,7204284,2023,1,31,1041.0,2,18,OK,1.0
169,5,Seco,44960,7206812,2023,2,3,1019.0,5,17,OK,1.0
173,5,Seco,44961,7208596,2023,2,4,922.0,6,13,OK,1.0
177,5,Seco,44964,7209789,2023,2,7,867.0,2,11,OK,1.0
181,5,Seco,44965,7211055,2023,2,8,795.0,3,8,OK,1.0
185,5,Seco,44967,7212867,2023,2,10,781.0,5,11,OK,1.0
189,5,Seco,44968,7214215,2023,2,11,893.0,6,12,OK,1.0
194,5,Seco,44972,7215435,2023,2,15,17.0,3,1,OK,1.0
195,5,Seco,44972,7216557,2023,2,15,991.0,3,18,OK,1.0
199,5,Seco,44978,7220863,2023,2,21,548.0,2,7,OK,1.0
203,5,Seco,44979,7221913,2023,2,22,525.0,3,8,OK,1.0
207,5,Seco,44981,7224273,2023,2,24,626.0,5,10,OK,1.0
211,5,Seco,44982,7225129,2023,2,25,541.0,6,9,OK,1.0
215,5,Seco,44985,7226815,2023,2,28,610.0,2,8,OK,1.0
219,6,Seco,44931,7183935,2023,1,5,1134.0,4,23,OK,1.0
222,6,Seco,44932,7181868,2023,1,6,417.0,5,8,OK,1.0
223,6,Seco,44932,7185646,2023,1,6,684.0,5,12,OK,1.0
227,6,Seco,44936,7187589,2023,1,10,785.0,2,14,OK,1.0
231,6,Seco,44938,7189433,2023,1,12,706.0,4,11,OK,1.0
232,6,Seco,44938,7189513,2023,1,12,553.0,4,8,OK,1.0
236,6,Seco,44940,7191125,2023,1,14,725.0,6,16,OK,1.0
237,6,Seco,44940,7191192,2023,1,14,500.0,6,6,OK,1.0
240,6,Seco,44943,7192869,2023,1,17,983.0,2,16,OK,1.0
244,6,Seco,44945,7194541,2023,1,19,843.0,4,13,OK,1.0
250,6,Seco,44947,7196388,2023,1,21,846.0,6,14,OK,1.0
251,6,Seco,44947,7196400,2023,1,21,167.0,6,2,OK,1.0
255,6,Seco,44950,7198128,2023,1,24,829.0,2,13,OK,1.0
256,6,Seco,44950,7198167,2023,1,24,176.0,2,4,OK,1.0
260,6,Seco,44951,7199156,2023,1,25,726.0,3,8,OK,1.0
264,6,Seco,44953,7201114,2023,1,27,863.0,5,15,OK,1.0
265,6,Seco,44953,7201117,2023,1,27,93.0,5,1,OK,1.0
266,6,Seco,44953,7201125,2023,1,27,30.0,5,1,OK,1.0
270,6,Seco,44954,7202144,2023,1,28,852.0,6,12,OK,1.0
274,6,Seco,44957,7203936,2023,1,31,1068.0,2,18,OK,1.0
278,6,Seco,44958,7204972,2023,2,1,668.0,3,6,OK,1.0
283,6,Seco,44961,7207756,2023,2,4,810.0,6,16,OK,1.0
287,6,Seco,44963,7208786,2023,2,6,1304.0,1,14,OK,1.0
291,6,Seco,44965,7210598,2023,2,8,1011.0,3,16,OK,1.0
295,6,Seco,44966,7211555,2023,2,9,858.0,4,8,OK,1.0
299,6,Seco,44968,7213493,2023,2,11,984.0,6,15,OK,1.0
303,6,Seco,44970,7214390,2023,2,13,1078.0,1,15,OK,1.0
307,6,Seco,44972,7216108,2023,2,15,863.0,3,18,OK,1.0
308,6,Seco,44972,7216193,2023,2,15,189.0,3,1,OK,1.0
312,6,Seco,44973,7217071,2023,2,16,724.0,4,6,OK,1.0
316,6,Seco,44975,7218929,2023,2,18,739.0,6,10,OK,1.0
320,6,Seco,44977,7219708,2023,2,20,797.0,1,10,OK,1.0
324,6,Seco,44979,7221478,2023,2,22,866.0,3,12,OK,1.0
328,6,Seco,44980,7222873,2023,2,23,613.0,4,5,OK,1.0
332,6,Seco,44981,7223790,2023,2,24,81.0,5,1,OK,1.0
333,6,Seco,44981,7223798,2023,2,24,982.0,5,16,OK,1.0
336,6,Seco,44984,7225735,2023,2,27,959.0,1,14,OK,1.0
341,7,Seco,44928,7181490,2023,1,2,505.0,1,9,OK,1.0
345,7,Seco,44930,7183487,2023,1,4,737.0,3,14,OK,1.0
348,7,Seco,44931,7183532,2023,1,5,161.0,4,4,OK,1.0
349,7,Seco,44931,7184623,2023,1,5,454.0,4,11,OK,1.0
353,7,Seco,44933,7186240,2023,1,7,645.0,6,11,OK,1.0
357,7,Seco,44935,7187061,2023,1,9,934.0,1,17,OK,1.0
361,7,Seco,44937,7188913,2023,1,11,920.0,3,14,OK,1.0
365,7,Seco,44938,7189733,2023,1,12,759.0,4,10,OK,1.0
370,7,Seco,44942,7192229,2023,1,16,1293.0,1,23,OK,1.0
374,7,Seco,44944,7194157,2023,1,18,816.0,3,11,OK,1.0
378,7,Seco,44945,7194961,2023,1,19,562.0,4,7,OK,1.0
382,7,Seco,44947,7196813,2023,1,21,110.0,6,1,OK,1.0
383,7,Seco,44947,7196842,2023,1,21,818.0,6,12,OK,1.0
387,7,Seco,44949,7197681,2023,1,23,645.0,1,7,OK,1.0
390,7,Seco,44950,7198659,2023,1,24,734.0,2,11,OK,1.0
393,7,Seco,44951,7199691,2023,1,25,492.0,3,4,OK,1.0
397,7,Seco,44952,7200609,2023,1,26,657.0,4,7,OK,1.0
399,7,Seco,44953,7201458,2023,1,27,531.0,5,8,OK,1.0
403,7,Seco,44956,7203637,2023,1,30,1001.0,1,16,OK,1.0
407,7,Seco,44958,7205652,2023,2,1,947.0,3,16,OK,1.0
411,7,Seco,44959,7206355,2023,2,2,724.0,4,11,OK,1.0
415,7,Seco,44960,7207312,2023,2,3,780.0,5,10,OK,1.0
418,7,Seco,44964,7210187,2023,2,7,1116.0,2,20,OK,1.0
421,7,Seco,44965,7211404,2023,2,8,406.0,3,9,OK,1.0
424,7,Seco,44966,7212332,2023,2,9,762.0,4,10,OK,1.0
427,7,Seco,44967,7212884,2023,2,10,294.0,5,6,OK,1.0
434,7,Seco,44971,7214064,2023,2,14,858.0,2,9,OK,1.0
435,7,Seco,44971,7215546,2023,2,14,41.0,2,1,OK,1.0
436,7,Seco,44971,7215837,2023,2,14,784.0,2,11,OK,1.0
440,7,Seco,44973,7217804,2023,2,16,499.0,4,6,OK,1.0
444,7,Seco,44974,7218116,2023,2,17,190.0,5,6,OK,1.0
448,7,Seco,44975,7219208,2023,2,18,638.0,6,11,OK,1.0
452,7,Seco,44978,7221099,2023,2,21,602.0,2,7,OK,1.0
455,7,Seco,44979,7222177,2023,2,22,40.0,3,1,OK,1.0
456,7,Seco,44979,7222196,2023,2,22,449.0,3,6,OK,1.0
461,7,Seco,44980,7223055,2023,2,23,599.0,4,6,OK,1.0
462,7,Seco,44980,7223111,2023,2,23,11.0,4,2,OK,1.0
466,7,Seco,44982,7225494,2023,2,25,772.0,6,11,OK,1.0
469,7,Seco,44985,7227298,2023,2,28,659.0,2,9,OK,1.0
473,9,Seco,44929,7182271,2023,1,3,409.0,2,5,OK,1.0
474,9,Seco,44929,7182289,2023,1,3,71.0,2,1,OK,1.0
475,9,Seco,44929,7182342,2023,1,3,23.0,2,1,OK,1.0
479,9,Seco,44930,7183392,2023,1,4,727.0,3,15,OK,1.0
481,9,Seco,44932,7183431,2023,1,6,137.0,5,4,OK,1.0
482,9,Seco,44932,7185024,2023,1,6,612.0,5,11,OK,1.0
485,9,Seco,44935,7186879,2023,1,9,880.0,1,15,OK,1.0
490,9,Seco,44937,7188656,2023,1,11,842.0,3,13,OK,1.0
491,9,Seco,44939,7190454,2023,1,13,512.0,5,10,OK,1.0
495,9,Seco,44942,7192175,2023,1,16,776.0,1,17,OK,1.0
499,9,Seco,44944,7193880,2023,1,18,794.0,3,13,OK,1.0
503,9,Seco,44946,7195530,2023,1,20,440.0,5,5,OK,1.0
507,9,Seco,44947,7196675,2023,1,21,88.0,6,1,OK,1.0
508,9,Seco,44947,7196744,2023,1,21,539.0,6,8,OK,1.0
512,9,Seco,44949,7197392,2023,1,23,537.0,1,6,OK,1.0
517,9,Seco,44951,7199499,2023,1,25,716.0,3,10,OK,1.0
521,9,Seco,44953,7201301,2023,1,27,728.0,5,11,OK,1.0
528,9,Seco,44956,7202308,2023,1,30,439.0,1,6,OK,1.0
529,9,Seco,44956,7203314,2023,1,30,709.0,1,10,OK,1.0
533,9,Seco,44958,7205165,2023,2,1,722.0,3,12,OK,1.0
537,9,Seco,44960,7207131,2023,2,3,730.0,5,11,OK,1.0
541,9,Seco,44961,7208166,2023,2,4,703.0,6,10,OK,1.0
545,9,Seco,44963,7209178,2023,2,6,697.0,1,8,OK,1.0
549,9,Seco,44965,7211077,2023,2,8,715.0,3,10,OK,1.0
553,9,Seco,44967,7212891,2023,2,10,705.0,5,12,OK,1.0
557,9,Seco,44968,7213736,2023,2,11,516.0,6,7,OK,1.0
561,9,Seco,44970,7214534,2023,2,13,722.0,1,14,OK,1.0
566,9,Seco,44972,7216393,2023,2,15,256.0,3,1,OK,1.0
567,9,Seco,44972,7216450,2023,2,15,828.0,3,15,OK,1.0
571,9,Seco,44974,7218251,2023,2,17,526.0,5,6,OK,1.0
574,9,Seco,44975,7219143,2023,2,18,371.0,6,8,OK,1.0
578,9,Seco,44977,7219845,2023,2,20,656.0,1,8,OK,1.0
582,9,Seco,44979,7221810,2023,2,22,738.0,3,9,OK,1.0
585,9,Seco,44980,7222901,2023,2,23,374.0,4,5,OK,1.0
589,9,Seco,44982,7225111,2023,2,25,634.0,6,10,OK,1.0
593,9,Seco,44984,7225868,2023,2,27,547.0,1,11,OK,1.0
598,10,Seco,44929,7182170,2023,1,3,97.0,2,1,OK,1.0
599,10,Seco,44929,7182174,2023,1,3,511.0,2,7,OK,1.0
600,10,Seco,44929,7182183,2023,1,3,41.0,2,1,OK,1.0
604,10,Seco,44930,7183030,2023,1,4,875.0,3,15,OK,1.0
605,10,Seco,44930,7183162,2023,1,4,213.0,3,5,OK,1.0
609,10,Seco,44932,7184858,2023,1,6,1019.0,5,19,OK,1.0
613,10,Seco,44935,7186824,2023,1,9,779.0,1,16,OK,1.0
617,10,Seco,44937,7188589,2023,1,11,1123.0,3,21,OK,1.0
620,10,Seco,44944,7193883,2023,1,18,1397.0,3,27,OK,1.0
624,10,Seco,44946,7195467,2023,1,20,874.0,5,14,OK,1.0
625,10,Seco,44946,7195481,2023,1,20,111.0,5,1,OK,1.0
628,10,Seco,44947,7196531,2023,1,21,691.0,6,10,OK,1.0
632,10,Seco,44950,7198306,2023,1,24,876.0,2,14,OK,1.0
635,10,Seco,44951,7199439,2023,1,25,639.0,3,6,OK,1.0
639,10,Seco,44953,7201128,2023,1,27,911.0,5,14,OK,1.0
643,10,Seco,44954,7202309,2023,1,28,739.0,6,8,OK,1.0
647,10,Seco,44957,7204086,2023,1,31,988.0,2,16,OK,1.0
650,10,Seco,44958,7205081,2023,2,1,818.0,3,12,OK,1.0
653,10,Seco,44960,7206788,2023,2,3,937.0,5,15,OK,1.0
658,10,Seco,44961,7207981,2023,2,4,979.0,6,13,OK,1.0
660,10,Seco,44964,7209648,2023,2,7,774.0,2,10,OK,1.0
663,10,Seco,44965,7210793,2023,2,8,833.0,3,9,OK,1.0
664,10,Seco,44965,7210818,2023,2,8,142.0,3,2,OK,1.0
665,10,Seco,44967,7212603,2023,2,10,952.0,5,14,OK,1.0
669,10,Seco,44968,7213605,2023,2,11,868.0,6,11,OK,1.0
673,10,Seco,44972,7216218,2023,2,15,897.0,3,15,OK,1.0
676,10,Seco,44974,7218124,2023,2,17,855.0,5,13,OK,1.0
680,10,Seco,44978,7220857,2023,2,21,475.0,2,5,OK,1.0
683,10,Seco,44979,7221720,2023,2,22,545.0,3,6,OK,1.0
687,10,Seco,44980,7222903,2023,2,23,515.0,4,5,OK,1.0
691,10,Seco,44982,7224845,2023,2,25,650.0,6,9,OK,1.0
695,10,Seco,44985,7226694,2023,2,28,579.0,2,8,OK,1.0
698,12,Seco,44928,7181230,2023,1,2,639.0,1,9,OK,1.0
701,12,Seco,44929,7182823,2023,1,3,350.0,2,5,OK,1.0
702,12,Seco,44929,7182830,2023,1,3,47.0,2,1,OK,1.0
706,12,Seco,44931,7184686,2023,1,5,476.0,4,9,OK,1.0
710,12,Seco,44933,7186536,2023,1,7,485.0,6,8,OK,1.0
713,12,Seco,44936,7188276,2023,1,10,489.0,2,8,OK,1.0
717,12,Seco,44938,7190178,2023,1,12,469.0,4,6,OK,1.0
721,12,Seco,44940,7191862,2023,1,14,519.0,6,9,OK,1.0
724,12,Seco,44944,7193580,2023,1,18,471.0,3,7,OK,1.0
728,12,Seco,44945,7195312,2023,1,19,386.0,4,4,OK,1.0
732,12,Seco,44947,7196934,2023,1,21,42.0,6,1,OK,1.0
733,12,Seco,44947,7197209,2023,1,21,514.0,6,8,OK,1.0
736,12,Seco,44950,7199010,2023,1,24,437.0,2,7,OK,1.0
737,12,Seco,44950,7199021,2023,1,24,31.0,2,1,OK,1.0
740,12,Seco,44952,7200765,2023,1,26,365.0,4,5,OK,1.0
744,12,Seco,44956,7202961,2023,1,30,496.0,1,8,OK,1.0
747,12,Seco,44958,7205707,2023,2,1,499.0,3,8,OK,1.0
750,12,Seco,44959,7206708,2023,2,2,223.0,4,6,OK,1.0
754,12,Seco,44961,7208642,2023,2,4,631.0,6,9,OK,1.0
758,12,Seco,44965,7209415,2023,2,8,202.0,3,5,OK,1.0
759,12,Seco,44965,7211294,2023,2,8,562.0,3,8,OK,1.0
763,12,Seco,44966,7212339,2023,2,9,159.0,4,5,OK,1.0
767,12,Seco,44970,7214283,2023,2,13,558.0,1,9,OK,1.0
768,12,Seco,44970,7214955,2023,2,13,109.0,1,3,OK,1.0
771,12,Seco,44972,7216877,2023,2,15,612.0,3,9,OK,1.0
774,12,Seco,44973,7217867,2023,2,16,168.0,4,4,OK,1.0
778,12,Seco,44975,7219535,2023,2,18,465.0,6,7,OK,1.0
780,12,Seco,44977,7220129,2023,2,20,369.0,1,5,OK,1.0
783,12,Seco,44979,7222578,2023,2,22,528.0,3,6,OK,1.0
786,12,Seco,44980,7223295,2023,2,23,118.0,4,3,OK,1.0
789,12,Seco,44982,7225449,2023,2,25,482.0,6,8,OK,1.0
791,12,Seco,44984,7226424,2023,2,27,280.0,1,7,OK,1.0
794,14,Seco,44929,7182169,2023,1,3,147.0,2,1,OK,1.0
795,14,Seco,44929,7182172,2023,1,3,687.0,2,11,OK,1.0
800,14,Seco,44930,7183010,2023,1,4,672.0,3,10,OK,1.0
802,14,Seco,44932,7185132,2023,1,6,808.0,5,14,OK,1.0
805,14,Seco,44935,7186740,2023,1,9,914.0,1,16,OK,1.0
806,14,Seco,44935,7186741,2023,1,9,12.0,1,1,OK,1.0
809,14,Seco,44937,7188520,2023,1,11,883.0,3,13,OK,1.0
813,14,Seco,44939,7190321,2023,1,13,393.0,5,6,OK,1.0
816,14,Seco,44942,7191957,2023,1,16,1064.0,1,20,OK,1.0
820,14,Seco,44944,7193764,2023,1,18,692.0,3,8,OK,1.0
823,14,Seco,44946,7195410,2023,1,20,698.0,5,10,OK,1.0
824,14,Seco,44946,7195414,2023,1,20,79.0,5,1,OK,1.0
828,14,Seco,44949,7197296,2023,1,23,743.0,1,14,OK,1.0
829,14,Seco,44949,7197299,2023,1,23,88.0,1,1,OK,1.0
833,14,Seco,44952,7200348,2023,1,26,841.0,4,12,OK,1.0
838,14,Seco,44956,7203145,2023,1,30,901.0,1,14,OK,1.0
840,14,Seco,44959,7206029,2023,2,2,707.0,4,10,OK,1.0
842,14,Seco,44960,7206962,2023,2,3,733.0,5,10,OK,1.0
846,14,Seco,44963,7208789,2023,2,6,1120.0,1,18,OK,1.0
849,14,Seco,44965,7210772,2023,2,8,757.0,3,9,OK,1.0
850,14,Seco,44965,7210799,2023,2,8,109.0,3,2,OK,1.0
854,14,Seco,44967,7212580,2023,2,10,922.0,5,15,OK,1.0
857,14,Seco,44970,7214395,2023,2,13,971.0,1,16,OK,1.0
860,14,Seco,44974,7218020,2023,2,17,16.0,5,1,OK,1.0
864,14,Seco,44979,7221570,2023,2,22,1310.0,3,22,OK,1.0
869,14,Seco,44984,7224717,2023,2,27,1090.0,1,17,OK,1.0
870,14,Seco,44984,7225749,2023,2,27,886.0,1,12,OK,1.0
874,16,Seco,44928,7181207,2023,1,2,555.0,1,8,OK,1.0
878,16,Seco,44929,7182816,2023,1,3,499.0,2,9,OK,1.0
879,16,Seco,44929,7182825,2023,1,3,30.0,2,1,OK,1.0
883,16,Seco,44931,7184668,2023,1,5,354.0,4,8,OK,1.0
887,16,Seco,44933,7186142,2023,1,7,626.0,6,11,OK,1.0
891,16,Seco,44936,7188271,2023,1,10,786.0,2,12,OK,1.0
895,16,Seco,44940,7191799,2023,1,14,1173.0,6,25,OK,1.0
902,16,Seco,44944,7193471,2023,1,18,898.0,3,14,OK,1.0
903,16,Seco,44944,7193485,2023,1,18,110.0,3,1,OK,1.0
904,16,Seco,44944,7194083,2023,1,18,26.0,3,1,OK,1.0
905,16,Seco,44944,7194109,2023,1,18,200.0,3,6,OK,1.0
909,16,Seco,44946,7195893,2023,1,20,657.0,5,9,OK,1.0
913,16,Seco,44947,7196926,2023,1,21,104.0,6,1,OK,1.0
914,16,Seco,44947,7197003,2023,1,21,616.0,6,8,OK,1.0
920,16,Seco,44951,7199004,2023,1,25,683.0,3,10,OK,1.0
921,16,Seco,44951,7199014,2023,1,25,65.0,3,1,OK,1.0
922,16,Seco,44951,7199770,2023,1,25,466.0,3,5,OK,1.0
926,16,Seco,44953,7201465,2023,1,27,553.0,5,7,OK,1.0
930,16,Seco,44954,7202102,2023,1,28,647.0,6,8,OK,1.0
934,16,Seco,44957,7204699,2023,1,31,763.0,2,14,OK,1.0
937,16,Seco,44958,7205703,2023,2,1,251.0,3,6,OK,1.0
940,16,Seco,44960,7207320,2023,2,3,760.0,5,12,OK,1.0
946,16,Seco,44961,7208578,2023,2,4,751.0,6,13,OK,1.0
950,16,Seco,44964,7210271,2023,2,7,745.0,2,13,OK,1.0
954,16,Seco,44965,7211289,2023,2,8,196.0,3,4,OK,1.0
958,16,Seco,44967,7213333,2023,2,10,779.0,5,11,OK,1.0
962,16,Seco,44968,7214071,2023,2,11,293.0,6,8,OK,1.0
965,16,Seco,44971,7215860,2023,2,14,650.0,2,9,OK,1.0
972,16,Seco,44972,7215550,2023,2,15,68.0,3,1,OK,1.0
973,16,Seco,44972,7216215,2023,2,15,154.0,3,3,OK,1.0
974,16,Seco,44972,7216777,2023,2,15,12.0,3,2,OK,1.0
977,16,Seco,44974,7218120,2023,2,17,561.0,5,7,OK,1.0
981,16,Seco,44975,7219023,2023,2,18,528.0,6,7,OK,1.0
984,16,Seco,44978,7221113,2023,2,21,541.0,2,8,OK,1.0
988,16,Seco,44979,7222200,2023,2,22,457.0,3,6,OK,1.0
991,16,Seco,44981,7224283,2023,2,24,561.0,5,8,OK,1.0
995,16,Seco,44982,7225592,2023,2,25,432.0,6,8,OK,1.0
999,16,Seco,44985,7227290,2023,2,28,587.0,2,8,OK,1.0
1002,20,Seco,44929,7182151,2023,1,3,564.0,2,9,OK,1.0
1007,20,Seco,44930,7182950,2023,1,4,988.0,3,21,OK,1.0
1008,20,Seco,44930,7183189,2023,1,4,1054.0,3,19,OK,1.0
1012,20,Seco,44932,7184956,2023,1,6,753.0,5,15,OK,1.0
1014,20,Seco,44933,7186096,2023,1,7,630.0,6,7,OK,1.0
1019,20,Seco,44935,7186696,2023,1,9,845.0,1,21,OK,1.0
1023,20,Seco,44937,7188515,2023,1,11,932.0,3,14,OK,1.0
1028,20,Seco,44939,7190287,2023,1,13,1018.0,5,17,OK,1.0
1032,20,Seco,44942,7191946,2023,1,16,749.0,1,16,OK,1.0
1033,20,Seco,44942,7191995,2023,1,16,472.0,1,7,OK,1.0
1037,20,Seco,44944,7193737,2023,1,18,982.0,3,18,OK,1.0
1040,20,Seco,44945,7194748,2023,1,19,639.0,4,7,OK,1.0
1045,20,Seco,44946,7195402,2023,1,20,829.0,5,11,OK,1.0
1046,20,Seco,44946,7195409,2023,1,20,130.0,5,4,OK,1.0
1049,20,Seco,44947,7196577,2023,1,21,700.0,6,11,OK,1.0
1053,20,Seco,44949,7197295,2023,1,23,749.0,1,11,OK,1.0
1054,20,Seco,44949,7197298,2023,1,23,89.0,1,1,OK,1.0
1057,20,Seco,44950,7198255,2023,1,24,691.0,2,8,OK,1.0
1061,20,Seco,44951,7199125,2023,1,25,599.0,3,8,OK,1.0
1065,20,Seco,44952,7200096,2023,1,26,606.0,4,6,OK,1.0
1069,20,Seco,44953,7201075,2023,1,27,627.0,5,6,OK,1.0
1070,20,Seco,44953,7201079,2023,1,27,84.0,5,1,OK,1.0
1074,20,Seco,44954,7202070,2023,1,28,883.0,6,13,OK,1.0
1078,20,Seco,44956,7203108,2023,1,30,788.0,1,9,OK,1.0
1079,20,Seco,44956,7203111,2023,1,30,94.0,1,1,OK,1.0
1082,20,Seco,44957,7203977,2023,1,31,863.0,2,14,OK,1.0
1086,20,Seco,44958,7204945,2023,2,1,763.0,3,8,OK,1.0
1090,20,Seco,44959,7205783,2023,2,2,728.0,4,8,OK,1.0
1094,20,Seco,44960,7206809,2023,2,3,809.0,5,9,OK,1.0
1098,20,Seco,44961,7207862,2023,2,4,804.0,6,12,OK,1.0
1102,20,Seco,44963,7208787,2023,2,6,924.0,1,12,OK,1.0
1103,20,Seco,44963,7208809,2023,2,6,96.0,1,1,OK,1.0
1107,20,Seco,44964,7209581,2023,2,7,804.0,2,8,OK,1.0
1111,20,Seco,44965,7210601,2023,2,8,846.0,3,9,OK,1.0
1115,20,Seco,44966,7211559,2023,2,9,819.0,4,9,OK,1.0
1119,20,Seco,44967,7212572,2023,2,10,765.0,5,7,OK,1.0
1123,20,Seco,44968,7213476,2023,2,11,957.0,6,12,OK,1.0
1125,20,Seco,44971,7215143,2023,2,14,1041.0,2,17,OK,1.0
1129,20,Seco,44974,7218011,2023,2,17,610.0,5,6,OK,1.0
1130,20,Seco,44975,7218930,2023,2,18,752.0,6,17,OK,1.0
1133,20,Seco,44977,7219654,2023,2,20,439.0,1,4,OK,1.0
1134,20,Seco,44977,7219668,2023,2,20,273.0,1,1,OK,1.0
1138,20,Seco,44979,7221581,2023,2,22,469.0,3,5,OK,1.0
1142,20,Seco,44980,7222730,2023,2,23,412.0,4,3,OK,1.0
1146,20,Seco,44981,7223802,2023,2,24,460.0,5,4,OK,1.0
1150,20,Seco,44982,7224787,2023,2,25,452.0,6,5,OK,1.0
1154,20,Seco,44984,7225737,2023,2,27,695.0,1,11,OK,1.0
1158,21,Seco,44929,7181865,2023,1,3,423.0,2,9,OK,1.0
1162,21,Seco,44931,7183936,2023,1,5,1270.0,4,21,OK,1.0
1165,21,Seco,44933,7185645,2023,1,7,798.0,6,17,OK,1.0
1170,21,Seco,44936,7187591,2023,1,10,846.0,2,20,OK,1.0
1175,21,Seco,44938,7189434,2023,1,12,923.0,4,17,OK,1.0
1176,21,Seco,44939,7190643,2023,1,13,1012.0,5,20,OK,1.0
1180,21,Seco,44940,7191222,2023,1,14,1047.0,6,17,OK,1.0
1184,21,Seco,44943,7192810,2023,1,17,905.0,2,16,OK,1.0
1188,21,Seco,44945,7194624,2023,1,19,1041.0,4,16,OK,1.0
1193,21,Seco,44947,7196409,2023,1,21,1264.0,6,19,OK,1.0
1197,21,Seco,44949,7197386,2023,1,23,936.0,1,15,OK,1.0
1198,21,Seco,44949,7197394,2023,1,23,141.0,1,1,OK,1.0
1202,21,Seco,44950,7198253,2023,1,24,843.0,2,10,OK,1.0
1206,21,Seco,44951,7199200,2023,1,25,796.0,3,9,OK,1.0
1209,21,Seco,44953,7201093,2023,1,27,890.0,5,13,OK,1.0
1210,21,Seco,44953,7201099,2023,1,27,135.0,5,1,OK,1.0
1214,21,Seco,44954,7202142,2023,1,28,989.0,6,17,OK,1.0
1218,21,Seco,44956,7203106,2023,1,30,968.0,1,13,OK,1.0
1219,21,Seco,44956,7203110,2023,1,30,130.0,1,1,OK,1.0
1223,21,Seco,44957,7203978,2023,1,31,889.0,2,11,OK,1.0
1227,21,Seco,44959,7205873,2023,2,2,903.0,4,10,OK,1.0
